InChI,Key,smiles,Formula,Weight,logP(o/w),b_rotN,vol,lip_violation,ASA_P,Natural,ChemicalName
"InChI=1S/C20H14BrN3O2/c21-13-5-6-14-12(10-23-18(14)9-13)7-8-22-20(26)19(25)16-11-24-17-4-2-1-3-15(16)17/h1-11,23-24H,(H,22,26)",CNFDLPADVYGTJH-UHFFFAOYSA-N,Brc1cc2[nH]cc(c2cc1)C=CNC(=O)C(=O)c1c2c([nH]c1)cccc2,C8H10N4O2,408.255,4.0090,5,344.50,0,188.07262,1,<I>N</I>-[(<I>E</I>)-2-(6-bromo-1<I>H</I>-indol-3-yl)vinyl]-2-(1H-indol-3-yl)-2-oxo-acetamide
"InChI=1S/C20H15N3O2/c24-19(16-12-23-18-8-4-2-6-15(16)18)20(25)21-10-9-13-11-22-17-7-3-1-5-14(13)17/h1-12,22-23H,(H,21,25)",GHIXWSKNNGMWRO-UHFFFAOYSA-N,O=C(C(=O)NC=Cc1c2c([nH]c1)cccc2)c1c2c([nH]c1)cccc2,C8H14ClN5,329.35898,3.1740,5,319.75,0,163.9959,0,2-(1H-indol-3-yl)-<I>N</I>-[(<I>E</I>)-2-(1H-indol-3-yl)vinyl]-2-oxo-acetamide
"InChI=1S/C20H14BrN3O3/c21-12-4-5-16-14(8-12)11(9-23-16)6-7-22-20(27)19(26)15-10-24-18-13(15)2-1-3-17(18)25/h1-10,23-25H,(H,22,27)",YOSCZIHXUFLPKH-UHFFFAOYSA-N,Brc1cc2c([nH]cc2C=CNC(=O)C(=O)c2c3c([nH]c2)c(O)ccc3)cc1,C8H8O3,424.254,3.6990,5,348.88,0,191.24492,1,<I>N</I>-[(<I>E</I>)-2-(5-bromo-1<I>H</I>-indol-3-yl)vinyl]-2-(7-hydroxy-1<I>H</I>-indol-3-yl)-2-oxo-acetamide
"InChI=1S/C57H65N5O17/c1-25-12-16-33(59-25)51(67)77-46-42(64)39(23-56(6,7)48(46)71-10)73-37-18-14-31-21-36(54(70)76-44(31)28(37)4)62-50(66)41-27(3)32(24-58-41)22-40(63)61-35-20-30-15-19-38(29(5)45(30)7 5-53(35)69)74-55-43(65)47(49(72-11)57(8,9)79-55)78-52(6",GNVSIUDBMQPSRC-UHFFFAOYSA-N,O1C(C)(C)C(OC)C(OC(=O)c2[nH]c(cc2)C)C(O)C1Oc1ccc2C=C(NC(=O)Cc3c[nH]c(C(=O)NC4Cc5c(OC4=O)c(C)c(OC4CC(C)(C)C(OC)C(OC(=O)c6[nH]c(cc6)C)C4O)cc5)c3C)C(Oc2c1C)=O,C8H9NO2,1092.1649,5.3825,19,943.25,3,406.93646,1,"[6-hydroxy-5-[3-[[4-[2-[[7-[3-hydroxy-5-methoxy-6,6-dimethyl-4-(5-methyl-1<I>H</I>-pyrrole-2-carbonyl)oxy-tetrahydropyran-2-yl]oxy-8-methyl-2-oxo-chromen-3-yl]amino]-2-oxo-ethyl]-3-methyl-1<I>H</I>-py rrole-2-carbonyl]amino]-8-methyl-2-oxo-chroman-7-yl]oxy-2-methoxy-3,3-dimethyl-cyclohexyl] 5-methyl-1<I>H</I>-pyrrole-2-carboxylate"
"InChI=1S/C14H16ClO5PS/c1-4-17-21(22,18-5-2)20-10-6-7-11-9(3)13(15)14(16)19-12(11)8-10/h6-8H,4-5H2,1-3H3",BXNANOICGRISHX-UHFFFAOYSA-N,ClC=1C(Oc2c(ccc(OP(=S)(OCC)OCC)c2)C=1C)=O,C9H10O3,362.76999,4.2170,6,286.13,0,147.22794,1,3-chloro-7-diethoxyphosphinothioyloxy-4-methyl-chromen-2-one
"InChI=1S/C30H31ClN2O7/c1-30(2,3)16-33-23-12-11-18(31)13-21(23)27(20-10-6-8-17-7-4-5-9-19(17)20)40-24(28(33)37)15-25(34)32-22(29(38)39)14-26(35)36/h4-13,22,24,27H,14-16H2,1-3H3,(H,32,34)(H,35,36)(H,38, 39)",GXDQAFKUUPODFF-UHFFFAOYSA-N,Clc1cc2c(N(CC(C)(C)C)C(=O)C(OC2c2c3c(ccc2)cccc3)CC(=O)NC(CC(O)=O)C(O)=O)cc1,C9H8O2,567.03796,5.0290,10,476.25,1,220.79286,0,"2-[[2-[7-chloro-1-(2,2-dimethylpropyl)-5-(1-naphthyl)-2-oxo-5<I>H</I>-4,1-benzoxazepin-3-yl]acetyl]amino]butanedioic acid"
"InChI=1S/C22H20ClN3O4/c23-16-6-7-17-14(9-16)10-18(24-17)20(27)25-19(8-13-4-2-1-3-5-13)21(28)26-11-15(12-26)22(29)30/h1-7,9-10,15,19,24H,8,11-12H2,(H,25,27)(H,29,30)",RONLONYAIBUEKT-UHFFFAOYSA-N,Clc1cc2cc([nH]c2cc1)C(=O)NC(Cc1ccccc1)C(=O)N1CC(C1)C(O)=O,C10H11ClO3,425.87198,2.4550,8,373.38,0,198.90819,1,1-[2-[(5-chloro-1<I>H</I>-indole-2-carbonyl)amino]-3-phenyl-propanoyl]azetidine-3-carboxylic acid
"InChI=1S/C23H23ClFN3O3/c24-16-3-6-19-15(12-16)13-20(26-19)22(30)27-21(11-14-1-4-17(25)5-2-14)23(31)28-9-7-18(29)8-10-28/h1-6,12-13,18,21,26,29H,7-11H2,(H,27,30)",YDCGVASFVACWKF-UHFFFAOYSA-N,Clc1cc2cc([nH]c2cc1)C(=O)NC(Cc1ccc(F)cc1)C(=O)N1CCC(O)CC1,C10H11N3O3S,443.90598,3.4690,7,386.13,0,131.75061,1,5-chloro-<I>N</I>-[1-[(4-fluorophenyl)methyl]-2-(4-hydroxy-1-piperidyl)-2-oxo-ethyl]-1<I>H</I>-indole-2-carboxamide
"InChI=1S/C11H19F2NO3/c12-11(13,10(16)17)9(15)8(14)6-7-4-2-1-3-5-7/h7-9,15H,1-6,14H2,(H,16,17)",VHRXHECRJSYLDR-UHFFFAOYSA-N,FC(F)(C(O)C(N)CC1CCCCC1)C(O)=O,C10H12O3,251.27299,2.0319,5,199.00,0,212.2625,0,"4-amino-5-cyclohexyl-2,2-difluoro-3-hydroxy-pentanoic acid"
"InChI=1S/C13H12O3S/c1-8-11(15)9-4-2-3-5-10(9)12(16)13(8)17-7-6-14/h2-5,14H,6-7H2,1H3",MZIOEPIEDDJOPP-UHFFFAOYSA-N,S(CCO)C1=C(C)C(=O)c2c(cccc2)C1=O,C12H7Cl3O2,248.302,1.7360,3,217.63,0,154.60982,1,"2-(2-hydroxyethylsulfanyl)-3-methyl-naphthalene-1,4-dione"
"InChI=1S/C15H18N2O2/c1-19-12-4-5-14-13(8-12)11(9-17-14)6-7-16-15(18)10-2-3-10/h4-5,8-10,17H,2-3,6-7H2,1H3,(H,16,18)",HSOHROOUHRUSJR-UHFFFAOYSA-N,O(C)c1cc2c([nH]cc2CCNC(=O)C2CC2)cc1,C13H10N2O3S,258.32098,1.9640,6,251.88,0,188.03087,0,<I>N</I>-[2-(5-methoxy-1<I>H</I>-indol-3-yl)ethyl]cyclopropanecarboxamide
"InChI=1S/C11H14NO5P/c12-11(10(13)14,7-1-2-7)8-3-5-9(6-4-8)18(15,16)17/h3-7H,1-2,12H2,(H,13,14)(H2,15,16,17)",IGODGTDUQSMDQU-UHFFFAOYSA-N,P(O)(O)(=O)c1ccc(cc1)C(N)(C(O)=O)C1CC1,C13H18O2,271.20898,-2.4107,4,202.50,0,276.61465,1,2-amino-2-cyclopropyl-2-(4-phosphonophenyl)acetic acid
"InChI=1S/C18H15ClN2O/c1-14(21-10-9-20-13-21)17-7-2-3-8-18(17)22-12-15-5-4-6-16(19)11-15/h2-11,13H,1,12H2",WHPAGCJNPTUGGD-UHFFFAOYSA-N,Clc1cc(ccc1)COc1ccccc1C(n1ccnc1)=C,C13H9Cl3N2O,310.784,4.9700,5,302.25,0,65.768234,1,1-[1-[2-[(3-chlorophenyl)methoxy]phenyl]vinyl]imidazole
"InChI=1S/C23H16O11/c24-11(9-31-14-3-1-5-16-20(14)12(25)7-18(33-16)22(27)28)10-32-15-4-2-6-17-21(15)13(26)8-19(34-17)23(29)30/h1-8,11,24H,9-10H2,(H,27,28)(H,29,30)/p-2",IMZMKUWMOSJXDT-UHFFFAOYSA-L,O1c2c(C(=O)C=C1C(=O)[O-])c(OCC(O)COc1c3c(OC(=CC3=O)C(=O)[O-])ccc1)ccc2,C14H12O3,466.35397,1.4930,8,395.75,1,284.36703,0,5-[3-(2-carboxylato-4-oxo-chromen-5-yl)oxy-2-hydroxy-propoxy]-4-oxo-chromene-2-carboxylate
"InChI=1S/C23H16O11/c24-11(9-31-14-3-1-5-16-20(14)12(25)7-18(33-16)22(27)28)10-32-15-4-2-6-17-21(15)13(26)8-19(34-17)23(29)30/h1-8,11,24H,9-10H2,(H,27,28)(H,29,30)",IMZMKUWMOSJXDT-UHFFFAOYSA-N,O1c2c(C(=O)C=C1C(O)=O)c(OCC(O)COc1c3c(OC(=CC3=O)C(O)=O)ccc1)ccc2,C15H12N2O,468.37,1.2510,8,395.75,1,315.72482,1,5-[3-(2-carboxy-4-oxo-chromen-5-yl)oxy-2-hydroxy-propoxy]-4-oxo-chromene-2-carboxylic acid
"InChI=1S/C13H17NO/c1-4-8-13(15)14(5-2)12-10-7-6-9-11(12)3/h4,6-10H,5H2,1-3H3",DNTGGZPQPQTDQF-UHFFFAOYSA-N,O=C(N(CC)c1ccccc1C)\C=C\C,C4H4KNO4S,203.28499,2.6750,4,212.38,0,42.868324,0,(<I>E</I>)-<I>N</I>-ethyl-<I>N</I>-(o-tolyl)but-2-enamide
"InChI=1S/C50H67N11O11S2/c1-26(62)39(42(53)65)59-49(72)41-50(3,4)74-73-25-38(58-43(66)33(52)21-28-11-6-5-7-12-28)47(70)56-36(22-29-16-18-31(64)19-17-29)45(68)57-37(23-30-24-54-34-14-9-8-13-32(30)34)46( 69)55-35(15-10-20-51)44(67)60-40(27(2)63)48(71)61-41/h5",PZWWYAHWHHNCHO-UHFFFAOYSA-N,S1SCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c3c([nH]c2)cccc3)C(=O)NC(CCCN)C(=O)NC(C(O)C)C(=O)NC(C(=O)NC(C(O)C)C(=O)N)C1(C)C,C7H6O3,1062.2839,0.3940,18,816.50,3,469.78009,1,"19-[(2-amino-3-phenyl-propanoyl)amino]-10-(3-aminopropyl)-<I>N</I>-(1-carbamoyl-2-hydroxy-propyl)-7-(1-hydroxyethyl)-16-[(4-hydroxyphenyl)methyl]-13-(1H-indol-3-ylmethyl)-3,3-dimethyl-6,9,12,15,18-pen taoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carboxamide"
"InChI=1S/C32H46O8/c1-17(33)40-27(2,3)13-12-23(36)32(9,39)25-21(35)15-29(6)22-11-10-18-19(14-20(34)26(38)28(18,4)5)31(22,8)24(37)16-30(25,29)7/h10,12-13,19-22,25,34-35,39H,11,14-16H2,1-9H3",IXQKXEUSCPEQRD-UHFFFAOYSA-N,OC1CC2(C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC2(C)C1C(O)(C(=O)C=CC(OC(=O)C)(C)C)C)C,C7H8N4O2,558.71198,2.9210,6,438.88,1,186.88905,1,"[(<I>E</I>)-5-(2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2,7,8,10,12,15,16,17-octahydro-1<I>H</I>-cyclopenta[a]phenanthren-17-yl)-5-hydroxy-1,1-dimethyl-4-oxo-hex-2-enyl] acetate"
"InChI=1S/C30H44O7/c1-25(2,36)12-11-21(33)30(8,37)23-19(32)14-27(5)20-10-9-16-17(13-18(31)24(35)26(16,3)4)29(20,7)22(34)15-28(23,27)6/h9,11-12,17-20,23,31-32,36-37H,10,13-15H2,1-8H3",SRPHMISUTWFFKJ-UHFFFAOYSA-N,OC1CC2(C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC2(C)C1C(O)(C(=O)C=CC(O)(C)C)C)C,C8H10N4O2,516.67499,2.3320,4,404.25,1,222.51154,0,"17-[(<I>E</I>)-1,5-dihydroxy-1,5-dimethyl-2-oxo-hex-3-enyl]-2,16-dihydroxy-4,4,9,13,14-pentamethyl-2,7,8,10,12,15,16,17-octahydro-1<I>H</I>-cyclopenta[a]phenanthrene-3,11-dione"
"InChI=1S/C32H44O8/c1-17(33)40-27(2,3)13-12-23(36)32(9,39)25-21(35)15-29(6)22-11-10-18-19(14-20(34)26(38)28(18,4)5)31(22,8)24(37)16-30(25,29)7/h10,12-14,19,21-22,25,34-35,39H,11,15-16H2,1-9H3",NDYMQXYDSVBNLL-UHFFFAOYSA-N,OC1CC2(C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC2(C)C1C(O)(C(=O)C=CC(OC(=O)C)(C)C)C)C,C8H14ClN5,556.69598,3.4670,6,438.88,1,208.80519,1,"[(<I>E</I>)-5-(2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-8,10,12,15,16,17-hexahydro-7<I>H</I>-cyclopenta[a]phenanthren-17-yl)-5-hydroxy-1,1-dimethyl-4-oxo-hex-2-enyl] acetate"
"InChI=1S/C30H42O7/c1-25(2,36)12-11-21(33)30(8,37)23-19(32)14-27(5)20-10-9-16-17(13-18(31)24(35)26(16,3)4)29(20,7)22(34)15-28(23,27)6/h9,11-13,17,19-20,23,31-32,36-37H,10,14-15H2,1-8H3",NISPVUDLMHQFRQ-UHFFFAOYSA-N,OC1CC2(C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC2(C)C1C(O)(C(=O)C=CC(O)(C)C)C)C,C8H8O3,514.659,2.8780,4,404.25,1,206.43288,0,"17-[(<I>E</I>)-1,5-dihydroxy-1,5-dimethyl-2-oxo-hex-3-enyl]-2,16-dihydroxy-4,4,9,13,14-pentamethyl-8,10,12,15,16,17-hexahydro-7<I>H</I>-cyclopenta[a]phenanthrene-3,11-dione"
"InChI=1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3",VFLDPWHFBUODDF-UHFFFAOYSA-N,O(C)c1cc(ccc1O)C=CC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1,C8H9NO2,368.38498,3.7180,8,350.63,0,200.6812,1,"(1<I>E</I>,6<I>E</I>)-1,7-bis(4-hydroxy-3-methoxy-phenyl)hepta-1,6-diene-3,5-dione"
"InChI=1S/C14H17NO3/c16-14(15-6-2-1-3-7-15)11-4-5-12-13(10-11)18-9-8-17-12/h4-5,10H,1-3,6-9H2",LJUNPHMOGNFFOS-UHFFFAOYSA-N,O1CCOc2c1cc(cc2)C(=O)N1CCCCC1,C9H10O3,247.29399,1.9710,2,228.00,0,94.036438,1,"2,3-dihydro-1,4-benzodioxin-6-yl(1-piperidyl)methanone"
"InChI=1S/C62H90N13O14P.CN.Co/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51( 74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-",AGVAZMGAQJOSFJ-UHFFFAOYSA-M,[Co+2].P(OC1C(O)C(OC1CO)n1c2cc(C)c(cc2nc1)C)(OC(CNC(=O)CCC1(C=2[N-]C(C3(N=C(C(CCC(=O)N)C3(CC(=O)N)C)C(=C3N=C(C=C4N=C(C(CCC(=O)N)C4(C)C)C=2C)C(CCC(=O)N)C3(CC(=O)N)C)C)C)C1CC(=O)N)C)C)(O)=O.N#[C-],C9H8O2,1356.396,-3.5810,27,1025.88,3,624.30768,0,"cobaltous;[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)tetrahydrofuran-3-yl] [1-methyl-2-[3-[(4<I>Z</I>,9<I>Z</I>,14<I>Z</I>)-2,13,18-tris(2-amino-2-oxo-ethyl)-7,12,17-tris(3-amino-3- oxo-propyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1<I>H</I>-corrin-21-id-3-yl]propanoylamino]ethyl] hydrogen phosphate;cyanide"
"InChI=1S/C62H90N13O14P/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62) 33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-",NEZOEVMZBDYNHZ-UHFFFAOYSA-N,P(OC1C(O)C(OC1CO)n1c2cc(C)c(cc2nc1)C)(OC(CNC(=O)CCC1(C2=NC(C3(N=C(C(CCC(=O)N)C3(CC(=O)N)C)C(=C3NC(=CC4=NC(C(CCC(=O)N)C4(C)C)=C2C)C(CCC(=O)N)C3(CC(=O)N)C)C)C)C1CC(=O)N)C)C)(O)=O,C10H11ClO3,1272.453,-3.3320,27,981.13,3,677.34949,1,"[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)tetrahydrofuran-3-yl] [1-methyl-2-[3-[(5<I>Z</I>,10<I>Z</I>,14<I>Z</I>)-2,13,18-tris(2-amino-2-oxo-ethyl)-7,12,17-tris(3-amino-3-oxo-propy l)-3,5,8,8,13,15,18,19-octamethyl-1,2,7,12,17,23-hexahydrocorrin-3-yl]propanoylamino]ethyl] hydrogen phosphate"
"InChI=1S/C17H24O3/c1-12-9-14(11-17(2,3)10-12)20-16(19)15(18)13-7-5-4-6-8-13/h4-8,12,14-15,18H,9-11H2,1-3H3",WZHCOOQXZCIUNC-UHFFFAOYSA-N,O(C(=O)C(O)c1ccccc1)C1CC(CC(C1)C)(C)C,C10H11N3O3S,276.37601,4.3680,4,261.88,0,66.9086,0,"(3,3,5-trimethylcyclohexyl) 2-hydroxy-2-phenyl-acetate"
"InChI=1S/C23H27N5O4/c1-30-19-12-14-15(13-20(19)31-2)25-23(26-21(14)24)28-10-9-27(16-6-3-4-7-17(16)28)22(29)18-8-5-11-32-18/h5,8,11-13,16-17H,3-4,6-7,9-10H2,1-2H3,(H2,24,25,26)",XBRXTUGRUXGBPX-UHFFFAOYSA-N,o1cccc1C(=O)N1C2C(N(CC1)c1nc(N)c3cc(OC)c(OC)cc3n1)CCCC2,C10H12O3,437.5,1.8457,5,400.75,0,197.1405,1,"[4-(4-amino-6,7-dimethoxy-quinazolin-2-yl)-2,3,4<I>a</I>,5,6,7,8,8<I>a</I>-octahydroquinoxalin-1-yl]-(2-furyl)methanone"
"InChI=1S/C20H21N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-14H,7,15H2,1-2H3",JURKNVYFZMSNLP-UHFFFAOYSA-N,N(CCC=C1c2c(C=Cc3c1cccc3)cccc2)(C)C,C12H7Cl3O2,275.39499,5.0250,3,291.25,0,56.136005,1,"3-(dibenzo[1,2-<I>d</I>:2',1'-<I>f</I>][7]annulen-11-ylidene)-<I>N</I>,<I>N</I>-dimethyl-propan-1-amine"
"InChI=1S/C5H9N3O2/c6-5-7-1-2-8(5)3-4(9)10/h1-3H2,(H2,6,7)(H,9,10)",AMHZIUVRYRVYBA-UHFFFAOYSA-N,OC(=O)CN1CCNC1=N,C13H10N2O3S,143.146,-0.6520,2,121.00,0,211.60826,0,2-(2-iminoimidazolidin-1-yl)acetic acid
"InChI=1S/C12H25N/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h12H,1-11,13H2",HBGGBCVEFUPUNY-UHFFFAOYSA-N,NC1CCCCCCCCCCC1,C13H18O2,183.33899,4.0050,0,177.00,0,52.545971,1,cyclododecanamine
"InChI=1S/C23H24O4/c1-16(24)26-21-12-8-19(9-13-21)23(18-6-4-3-5-7-18)20-10-14-22(15-11-20)27-17(2)25/h8-15H,3-7H2,1-2H3",GVOUFPWUYJWQSK-UHFFFAOYSA-N,O(C(=O)C)c1ccc(cc1)C(c1ccc(OC(=O)C)cc1)=C1CCCCC1,C13H9Cl3N2O,364.44098,5.4920,6,351.50,1,90.511238,0,[4-[(4-acetoxyphenyl)-cyclohexylidene-methyl]phenyl] acetate
"InChI=1S/C7H15N/c8-7-5-3-1-2-4-6-7/h7H,1-6,8H2",VXVVUHQULXCUPF-UHFFFAOYSA-N,NC1CCCCCC1,C14H12O3,113.20399,1.7950,0,113.50,0,47.628334,1,cycloheptanamine
"InChI=1S/C15H23NO4/c1-8-3-9(2)15(20)11(4-8)12(17)5-10-6-13(18)16-14(19)7-10/h8-12,17H,3-7H2,1-2H3,(H,16,18,19)",YPHMISFOHDHNIV-UHFFFAOYSA-N,O=C1C(CC(CC1C)C)C(O)CC1CC(=O)NC(=O)C1,C15H12N2O,281.35199,0.5380,3,249.75,0,170.76247,1,"4-[2-(3,5-dimethyl-2-oxo-cyclohexyl)-2-hydroxy-ethyl]piperidine-2,6-dione"
"InChI=1S/C6H11NO2/c7-6(5(8)9)3-1-2-4-6/h1-4,7H2,(H,8,9)",NILQLFBWTXNUOE-UHFFFAOYSA-N,OC(=O)C1(N)CCCC1,C4H4KNO4S,129.159,-1.9167,1,107.38,0,130.8504,0,1-aminocyclopentanecarboxylic acid
"InChI=1S/C8H14N2O2/c1-5(2)3-6-8(12)9-4-7(11)10-6/h5-6H,3-4H2,1-2H3,(H,9,12)(H,10,11)",VQFHWKRNHGHZTK-UHFFFAOYSA-N,O=C1NCC(=O)NC1CC(C)C,C7H6O3,170.21199,0.0680,2,154.50,0,148.13733,1,"3-isobutylpiperazine-2,5-dione"
"InChI=1S/C8H17N/c9-8-6-4-2-1-3-5-7-8/h8H,1-7,9H2",HSOHBWMXECKEKV-UHFFFAOYSA-N,NC1CCCCCCC1,C7H8N4O2,127.231,2.2370,0,130.25,0,58.064659,0,cyclooctanamine
"InChI=1S/C13H18ClN3O4S2/c14-9-6-10-12(7-11(9)22(15,18)19)23(20,21)17-13(16-10)5-8-3-1-2-4-8/h6-8,13,16-17H,1-5H2,(H2,15,18,19)",BKYKPTRYDKTTJY-UHFFFAOYSA-N,Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)CC1CCCC1,C8H10N4O2,379.88901,1.7290,3,267.38,0,212.38728,1,"6-chloro-3-(cyclopentylmethyl)-1,1-dioxo-3,4-dihydro-2<I>H</I>-1&lambda;<sup>6</sup>,2,4-benzothiadiazine-7-sulfonamide"
"InChI=1S/C17H25NO3/c1-18(2)12-13-21-16(19)15(14-8-4-3-5-9-14)17(20)10-6-7-11-17/h3-5,8-9,15,20H,6-7,10-13H2,1-2H3",SKYSRIRYMSLOIN-UHFFFAOYSA-N,OC1(CCCC1)C(C(OCCN(C)C)=O)c1ccccc1,C8H14ClN5,291.39099,2.5780,7,276.00,0,104.04217,1,2-(dimethylamino)ethyl 2-(1-hydroxycyclopentyl)-2-phenyl-acetate
"InChI=1S/C5H11N/c6-5-3-1-2-4-5/h5H,1-4,6H2",NISGSNTVMOOSJQ-UHFFFAOYSA-N,NC1CCCC1,C8H8O3,85.150002,0.9110,0,84.75,0,56.9482,0,cyclopentanamine
"InChI=1S/C7H15Cl2N2O2P/c8-2-5-11(6-3-9)14(12)10-4-1-7-13-14/h1-7H2,(H,10,12)",CMSMOCZEIVJLDB-UHFFFAOYSA-N,ClCCN(P1(OCCCN1)=O)CCCl,C8H9NO2,261.08899,-0.0460,5,183.75,0,222.81386,1,"<I>N</I>,<I>N</I>-bis(2-chloroethyl)-2-oxo-1,3,2&lambda;<sup>5</sup>-oxazaphosphinan-2-amine"
InChI=1S/C62H111N11O12/c1-25-27-28-40(15)52(75)51-56(79)65-43(26-2)58(81)67(18)33-48(74)68(19)44(29-34(3)4)55(78)66-49(38(11)12)61(84)69(20)45(30-35(5)6)54(77)63-41(16)53(76)64-42(17)57(80)70(21)46(31 -36(7)8)59(82)71(22)47(32-37(9)10)60(83)72(23)50(39(13),PMATZTZNYRCHOR-UHFFFAOYSA-N,O=C1N(C)C(C(O)C(C\C=C\C)C)C(=O)NC(CC)C(=O)N(CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C)C,C9H8O2,1202.635,5.2920,15,1026.88,2,252.86497,1,"30-ethyl-33-[(<I>E</I>)-1-hydroxy-2-methyl-hex-4-enyl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14 ,17,20,23,26,29,32-undecone"
"InChI=1S/C14H16ClN3O4S2/c15-10-5-11-13(6-12(10)23(16,19)20)24(21,22)18-14(17-11)9-4-7-1-2-8(9)3-7/h1-2,5-9,14,17-18H,3-4H2,(H2,16,19,20)",BOCUKUHCLICSIY-UHFFFAOYSA-N,Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)C1C2CC(C1)C=C2,C10H11ClO3,389.884,0.5850,2,268.25,0,249.19208,1,"3-(5-bicyclo[2.2.1]hept-2-enyl)-6-chloro-1,1-dioxo-3,4-dihydro-2<I>H</I>-1&lambda;<sup>6</sup>,2,4-benzothiadiazine-7-sulfonamide"
"InChI=1S/C19H29NO/c21-19(18-11-5-6-12-18,17-9-3-1-4-10-17)13-16-20-14-7-2-8-15-20/h1,3-4,9-10,18,21H,2,5-8,11-16H2",SWRUZBWLEWHWRI-UHFFFAOYSA-N,OC(CCN1CCCCC1)(C1CCCC1)c1ccccc1,C10H11N3O3S,287.44699,4.5670,5,278.75,0,37.233257,0,1-cyclopentyl-1-phenyl-3-(1-piperidyl)propan-1-ol
"InChI=1S/C22H19Cl2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3",KAATUXNTWXVJKI-UHFFFAOYSA-N,ClC(Cl)=CC1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,C10H12O3,416.30399,5.7044,8,376.25,1,106.26847,1,"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichlorovinyl)-2,2-dimethyl-cyclopropanecarboxylate"
"InChI=1S/C21H21N/c1-22-14-12-18(13-15-22)21-19-8-4-2-6-16(19)10-11-17-7-3-5-9-20(17)21/h2-11H,12-15H2,1H3",JJCFRYNCJDLXIK-UHFFFAOYSA-N,N1(CCC(CC1)=C1c2c(C=Cc3c1cccc3)cccc2)C,C12H7Cl3O2,287.40601,4.8090,0,292.38,0,45.105743,0,"4-(dibenzo[1,2-<I>d</I>:2',1'-<I>f</I>][7]annulen-11-ylidene)-1-methyl-piperidine"
InChI=1S/C4H12N2S2/c5-1-3-7-8-4-2-6/h1-6H2,APQPRKLAWCIJEK-UHFFFAOYSA-N,S(SCCN)CCN,C13H18O2,152.286,-0.0360,5,117.88,0,229.23282,1,2-(2-aminoethyldisulfanyl)ethanamine
"InChI=1S/C2H8NO3PS/c3-1-2-8-7(4,5)6/h1-3H2,(H2,4,5,6)",RZPNFYXFSHGGBE-UHFFFAOYSA-N,S(P(O)(O)=O)CCN,C13H9Cl3N2O,157.13,-1.3970,3,95.13,0,251.38031,0,2-aminoethylsulfanylphosphonic acid
